Address,Latitude,Longitude
"Goldsboro (north of), NC",35.384862,-77.992748
"Weimar, CA",39.037399,-120.972457
"Otis (Reservoir), MA",42.159908,-73.041984
"Chunky, MS",32.325673,-88.928095
"Daytona (South Daytona Beach), FL",29.219151,-81.023673
"Longwood/winter springs, FL",28.703079,-81.338387
"Rollingsford, NH",43.236199,-70.820327
"San Saba, TX",31.195749,-98.718077
"North Richland Hills (Smithfield area), TX",32.870984,-97.21527
"St. Clair (outside of), PA",40.720642,-76.191036
"Montcalm County, MI",43.305707,-85.189406
"Elm Grove, LA",32.352068,-93.556149
"Viola, PA",40.752288,-78.401151
"Meadowdale, WA",47.628154,-122.628762
"Burlingame State Park, RI",41.382242,-71.709431
"Nulato, AK",64.720793,-158.104205
"Glendale/Phoenix, AZ",33.538256,-112.055344
"Kanab (10 miles south of on Hwy 89), UT",37.047503,-112.526305
"Hazel, KY",36.502253,-88.325872
"Cardiff-by-the-Sea, CA",33.020823,-117.278896
"Wikieup/Wickenburg (enroute), AZ",34.705163,-113.611816
"Old Town (Indian Island), ME",44.93421,-68.645328
"Guilford/Abbot, ME",45.168916,-69.384504
"Gaylordsville, CT",41.645613,-73.484261
"Steilacoom, WA",47.169834,-122.602626
"Dexter, KY",36.741697,-88.2955
"Mt. Gilead, OH",40.549232,-82.827407
"Turbeville, SC",33.890696,-80.018397
"Yorktown, IN",40.173628,-85.494156
"Meriwether County (rural), GA",33.056113,-84.689746
"Meriwether County (Greenville), GA",33.042427,-84.711569
"Howe, IN",41.721625,-85.421119
"Millville, MN",44.244701,-92.29574
"Dubuque (County Highway 151), IA",42.41503,-90.728868
"Saint James, MN",43.982057,-94.628339
"In-flight (Texas), TX",31.96861,-99.901835
"Lake Jackson/Brazoria/Richwd, TX",29.056087,-95.409955
"Portland, MA",43.659101,-70.256837
"Iliamna, AK",59.755094,-154.871125
"Seaside, FL",30.321662,-86.142938
"Windsor, NY",42.075929,-75.640463
"Manchster, CT",41.775903,-72.521494
"Greenbelt area, MD",39.004532,-76.875507
"N./A, TX",31.96861,-99.901835
"Summit Point, WV",39.249557,-77.958617
"Renton/Seattle, WA",47.572326,-122.296479
"Maidsville, WV",39.688389,-79.980044
"Washington County, WV",39.244846,-81.663756
"North San Francisco, CA",37.799451,-122.408906
"Neodesha, KS",37.418377,-95.680275
"Basking Ridge (near), NJ",40.70661,-74.549349
"Westfall/Matamoras, PA",41.368701,-74.700166
"Granville Summit (West Franklin), PA",41.717877,-76.779124
"Rincon (Puerto Rico), PR",18.340125,-67.249971
"Edison/Asbury Park, NJ",40.22038,-74.012074
"Midway/Marion, KY",37.30661,-88.178374
"Monore (near), on Interstate 75 North Bound, MI",41.916835,-83.363273
"Tuscola (area), MI",39.799219,-88.283124
"Buck Creek, IN",40.48778,-86.761562
"The Plains, VA",38.862059,-77.773877
"Leupp/Flagstaff (between), AZ",35.165644,-111.654816
"Duquesne, PA",40.381434,-79.85979
"Patoka, IN",38.407,-87.585558
"Winnemucca (West of), NV",40.97295,-117.735665
"Kingston, MI",43.453956,-83.186327
"Hillsboro, AL",34.639233,-87.191679
"Bishops Head, MD",38.269323,-76.068257
"Orlando, DE",28.538372,-81.378941
"Owings Mills (area), MD",39.419542,-76.780269
"Fernley @ Intersate 80 West, NV",39.65585,-119.160009
"Bethesda/Rockville, MD",38.984633,-77.094719
"Danville, PA",40.963422,-76.61273
"Wildrose, ND",48.6306,-103.184343
"North Judson/Knox, IN",41.215049,-86.77583
"Daedanelle, AR",35.223365,-93.156493
"Middlesex Township, PA",40.70093,-79.941666
"North Carolina (Rte 85 South, Exit 74), NC",34.758231,-79.425605
"Meriden/Wallingford (on Rte. 15N), CT",41.538175,-72.807026
"Enid/Tulsa (drive from), OK",36.153999,-95.992759
"Payton, CO",39.028469,-104.484146
"Coconut Grove/Miami, FL",25.735524,-80.237742
"Wayzata, MN",44.974149,-93.506608
"Anamosa, IA",42.108311,-91.28514
"Millington, MI",43.281421,-83.529686
"Halleck (near), NV",40.950769,-115.45285
"San Carlos Apache Reservation, AZ",33.383414,-110.100659
"New Baltimore, PA",39.985895,-78.772794
"Ashville (2 miles south of), OH",35.595059,-82.551501
"Newport Township, PA",41.177231,-76.050806
"Colorado (eastern), CO",39.550059,-105.782059
"Southport (not sure), CT",41.136713,-73.283474
"unknown, KS",39.01188,-98.484227
"Siler City (past, on 421), NC",35.7235,-79.46226
"Lake Of The Ozarks, MO",38.137991,-92.810376
"I don't know, MD",39.045768,-76.641251
"Oley Valley, PA",40.379221,-75.78367
"Wainwright, AK",70.640109,-160.025674
"Greenwood, MO",38.851654,-94.343821
"Greenup (rural), KY",38.57312,-82.830185
"Lucerne (east of), IN",47.050142,8.309326
"Ashville (5 miles south of), OH",35.595059,-82.551501
"Eden Praire, MN",44.854664,-93.470771
"Safford (Outside of, Mt. Graham), AZ",32.833981,-109.707557
"Williamsburg, MO",38.919609,-91.701445
"Leesburg, AL",34.179791,-85.761361
"Las Vegas (North of), NV",36.198874,-115.117482
"Tellicoplains, TN",35.362881,-84.294088
"Currituck County, NC",36.418974,-75.946327
"Rockfish, VA",37.800946,-78.755617
"Richton, MS",31.34937,-88.940072
"Tomberlin, AR",34.518481,-91.869996
"Savannah/Tybee Island, GA",32.000202,-80.845648
"Zimmerman (3 miles east of), MN",45.443345,-93.593651
"County, KY",37.839353,-84.270036
"Drumright, OK",35.988375,-96.601135
"Wurtland, KY",38.550377,-82.777937
"Piedmont, OK",35.642022,-97.746413
"Calera (outskirts of), AL",33.102912,-86.753619
"Englewood, TN",35.424528,-84.48743
"Calera (out-skirts), AL",33.102912,-86.753619
"Medaryville, IN",41.080593,-86.891946
"Zaleski, OH",39.282267,-82.394874
"Columbus (140 mi ESE of), OH",39.961195,-82.998805
"Livermore/Pleasonton (area), CA",37.68185,-121.768454
"Corning/Redding/Richfield, CA",40.586522,-122.391685
"Modesto (west of), CA",37.617917,-121.036379
"Yucca Valley (rural), CA",34.11418,-116.432224
"La Jolla (On I-5 at Gillman Road Exit), CA",32.873087,-117.229255
"Burbank/Los Angeles, CA",34.18082,-118.308974
"Suisun City (Fairfield), CA",38.238222,-122.040248
"Monrovia/Arcadia/Auarte area, CA",6.31558,-10.807345
"Farmersville, CA",36.297741,-119.206797
"Cloverdale (north of), CA",38.805436,-123.017213
"Ocotilla Wells, CA",33.144148,-116.132781
"New Salem, IL",39.978673,-89.84707
"North Scituate, MA",42.21899,-70.785606
"Calipatria, CA",33.125577,-115.514141
"Castaic Junction, CA",34.442019,-118.610505
"Big Bear Lake area, CA",34.243877,-116.91144
"Ahwahnee, CA",37.36515,-119.726207
"Bangor Submarine Base, WA",-27.67279,121.628334
"South Paris, ME",44.223654,-70.513375
"Reedsburg, WI",43.532471,-90.002645
"Rhinelander, WI",45.636596,-89.412058
"Greenville (Near), SC",34.852615,-82.393996
"Ft. Fairfield, ME",46.772216,-67.833911
"Illwaco, WA",46.308999,-124.043201
"Ettrick, WI",44.168278,-91.269045
"Hallowell, ME",44.28588,-69.790874
"Olympic Mountains, WA",47.75105,-120.740131
"Valley Junction, OR",45.062206,-123.57084
"Seattle (Outside), WA",47.665594,-122.37658
"Hamilton/New Miami, OH",39.434758,-84.536889
"Dallas (near??), TX",32.776643,-96.79701
"Oveido, FL",28.669988,-81.208137
"Eden/San Angelo (Between), TX",31.463768,-100.437017
"San Isidro, TX",26.716718,-98.453927
"Medley, FL",25.840677,-80.326461
"Garwood, TX",29.449522,-96.397002
"Comstock, TX",29.684526,-101.173602
"Franklin, TX",31.026043,-96.485233
"Liberty, WA",47.253734,-120.66887
"Silverton, TX",34.474236,-101.304614
"Huelo, HI",20.908355,-156.227484
"Mesquite (near Dallas), TX",32.659371,-96.977582
"Ellensburg (? on a pass just pass, just east of), WA",46.996491,-120.547865
"Bonney Lake/Sumner, WA",47.165614,-122.197104
"Bells, TX",33.610386,-96.41084
"na, WA",17.477722,104.134977
"Seattle (West), WA",47.566692,-122.38675
"Orlando (1hr south), FL",28.538372,-81.378941
"Orchid Island, FL",27.858651,-80.449756
"Apopka (Orlando), FL",28.69343,-81.532233
"Washington Courthouse, OH",39.537376,-83.437562
"Kenton/Bellcenter, OH",40.506691,-83.748007
"Capitola, FL",30.450845,-84.088072
"Kent/Setac, WA",47.443589,-122.296078
"Lancaster, WI",42.847467,-90.710678
"Mt. Holly (rural), PA",41.203343,-77.194542
"Chimes, AR",35.698573,-92.73931
"Port Angeles (5.5 miles East of), WA",48.118153,-123.430738
"Wilsonville/Tualatin, OR",45.302912,-122.772679
"Soda Springs (by highway 80), CA",39.958091,-118.70869
"Folsom (over/Cameron Park), CA",38.668787,-120.987167
"Glen Rock, PA",39.793164,-76.730239
"Galesburg area, IL",40.947789,-90.37126
"Tallahassee (off of I-10), FL",30.499722,-84.262354
"Blainsport, PA",40.280628,-76.139663
"Queenstown, MD",38.990694,-76.157723
"Mt. Holly Springs, PA",40.118407,-77.189964
"Beverly, WV",38.840644,-79.875351
"Wiconisco, PA",40.573442,-76.691376
"Hwy 80 (westbound), PA",41.017298,-77.582948
"Charleston (Edisto Island Just S.of), SC",32.550321,-80.297124
"Hawaii Volcanoes National Park, HI",19.419344,-155.288522
"Cordova (a suburb of Memphis), TN",35.164347,-89.794937
"Mount Wolf, PA",40.063158,-76.703839
"Groves/Port Arthur, TX",29.948256,-93.917139
"Glen Ellen, CA",38.364055,-122.524128
"Amsterdam (west of), NY",40.712754,-74.005959
"St. Cloud (south of), MN",45.557944,-94.163231
"Rainier, WA",46.888129,-122.688465
"Keystone (US 30 @), IA",42.007489,-93.380726
"Swaledale, IA",42.977179,-93.314905
"Mercer, ND",47.476958,-100.743284
"Chippewa Lake, MI",43.743924,-85.297266
"Ivesdale, IL",39.943388,-88.455351
"Northford, CT",41.393606,-72.791653
"Steele, MO",36.083983,-89.829255
"Elmwood, IL",40.777795,-89.966522
"Sherman, NY",42.159244,-79.595317
"Albany, NH",43.959647,-71.1844
"George Town township, MI",42.899949,-85.829889
"Sequoia, CA",36.486374,-118.565748
"Lake Placid (near), NY",44.279482,-73.97987
"Irons/Harper Lake, MI",44.132615,-85.971967
"Blackwell (08 mi. north of), TX",31.96861,-99.901835
"Rio Rancho/Bernillo (between), NM",35.232727,-106.663051
"Junction City, AR",33.015573,-92.724746
"Red Bank, SC",33.93212,-81.238434
"Thompson, UT",38.971101,-109.713746
"Auanga, CA",33.442681,-116.865124
"Hill City, MN",46.993289,-93.598546
"Wilmington (just outside of), IL",41.307782,-88.146734
"Orange County, NC",36.02629,-79.109685
"West Elk Wilderness Area, CO",38.709164,-107.189208
"Caquas (Puerto Rico), PR",18.238794,-66.035275
"Ladue, MO",38.649787,-90.380693
"Springfield/Longmeadow, MA",42.050129,-72.582844
"Lecompte, LA",31.094626,-92.400389
"Colliers, WV",40.36687,-80.538952
"Pollock, ID",45.312361,-116.359002
"Academy, TX",30.981039,-97.341645
"Bragg City (Peach Orchard), MO",36.268095,-89.910935
"Fargher Lake (WA Hwy. 503), WA",45.829682,-122.538021
"Greenlee County (FireRoad 475, off highway 191), AZ",34.119739,-109.257806
"Molson (East of), WA",48.981133,-119.199456
"East Rutherford/Secaucus, NJ",40.789569,-74.056529
"Woodville (from, to Weeksville (approx. 16 mi.)), NC",36.205412,-76.14769
"Erie (Green Township), PA",42.129228,-80.085076
"Fair Oaks (facing east look straight up), CA",38.644604,-121.272152
"San Diego Co. (East part), CA",33.093388,-116.608171
"Burbank (East of), CA",34.18082,-118.308974
"East Lynne, MO",38.668348,-94.229381
"Walworth County (eastern part), WI",42.620269,-88.556518
"Lovingston (East of), VA",37.759801,-78.870757
"Des Moines (east of, 152 mm on I-80), IA",41.649364,-93.627028
"Battle Creek (Three Rivers event, near event 1), MI",42.321174,-85.179725
"Dallas/Ft. Worth (Euless), TX",32.899803,-97.040358
"Fowlerville (East South East of), MI",42.6606,-84.073021
"Bellevue (east of), OH",41.151483,-95.917719
"Carlinville (from, until almost Carrollton), IL",39.279783,-89.88175
"Redmond (Due east of, beyond Issaquah, near mtns.), WA",47.53012,-122.032636
"Atlanta (E of, near the LA border), TX",33.748731,-84.387697
"Los Angeles (Downtown), CA",34.048823,-118.251794
"Fullerton (from, spotted 20 deg. aboveW horizon), CA",56.13034,-106.346785
"Dublin (on U.S. Interstate 680 North), CA",53.349778,-6.260301
"Glenwood, AR",34.327154,-93.549756
"Bosque Farms, NM",34.854749,-106.705321
"Deshler, OH",41.207533,-83.899121
"Tucson (due N, low below an a/c), AZ",32.253952,-110.974182
"Healdsburg (due S of), CA",38.610474,-122.869176
"Denver (downtown), CO",39.74522,-104.992165
"Victorville (east of), CA",34.536239,-117.29276
"Olympia (East of), WA",47.037886,-122.900681
"Brighton (E. of, N. of South Lyon, MI), MI",42.460568,-83.651592
"Desoadoamd House Springs, MO",38.409592,-90.569729
"Farmington (Approx. 3 miles N of), NM",36.728042,-108.218706
"Caldwell (far west of, towards Oregon), ID",43.662949,-116.687379
"Phoenix (far west), AZ",33.448379,-112.074018
"Fresno/Stockton (from, to Stockton), CA",37.957698,-121.290758
"Brooklyn, OH",41.430157,-81.751215
"Dull Center (near Bill) (north of Douglas), WY",43.326806,-105.139649
"Everglades (I-75, MM 60), FL",28.635636,-82.165298
"Dublin (Near Warner Robins), GA",32.612977,-83.62419
"Greers Ferry (Greers Ferry Lake), AR",35.568521,-92.176625
"East Texas River, TX",31.96861,-99.901835
"Erie (countryside), PA",42.129228,-80.085076
"Farmington (SE of, deserted area, Hwy 44), NM",36.728042,-108.218706
"Chapel Hill, TN",35.626459,-86.693318
"Morrow, GA",33.583172,-84.339374
"Los Angeles Area, CA",33.872583,-118.284784
"White Hall (near), VA",38.117937,-78.661425
"Mullen, NE",42.042255,-101.042508
"Berkeley, MO",38.754504,-90.331206
"Port Charlotte/Punta Gorda area, FL",26.976192,-82.090667
"El Paso (over Juarez, Mexico), TX",31.690386,-106.424541
"Hermantown, MS",46.806858,-92.238229
"Aztec/Farmington, NM",36.822247,-107.992866
"Prince Frederick, MD",38.540426,-76.584416
"Ossining, NY",41.162851,-73.861507
"St. Louis (outside), MO",38.626985,-90.199422
"Daytona (south), FL",29.165794,-81.0045
"Homer Glenn, IL",41.600058,-87.938099
"Disputanta, VA",37.12432,-77.226353
"Coralville (East of), IA",41.696029,-91.608583
"Crossing California into Arizona, AZ",34.048954,-111.093709
"Pridice Valley, AZ",33.531129,-111.942655
"Chillicothe, TX",34.256497,-99.516767
"Arroyo (Puerto Rico), PR",17.992532,-66.054598
"Brush Prairie (but it looks like somewhere up farther north), WA",45.732905,-122.546504
"Potomac, MT",46.881608,-113.579527
"Marshallville, OH",40.902252,-81.734012
"Idaho, ID",44.068207,-114.742054
"Guttenberg, NJ",40.792054,-74.003735
"Hells Canyon, OR",45.515789,-116.756673
"Street, MD",39.668971,-76.379393
"Chaco Canyon National Historic Park, NM",36.052982,-107.955937
"Texas (NE), TX",32.499076,-94.750965
"Aviston, IL",38.606695,-89.607602
"On the Mass Pike: Rt. 90, MA",42.378512,-71.025949
"El Granada, CA",37.502713,-122.469401
"Berkshire, NY",42.304245,-76.186614
"Mahogany Hammock (Everglades Park), FL",25.323549,-80.832059
"Itta Bena, MS",33.495096,-90.319802
"Cleveland (?), OH",41.499326,-81.694377
"Raton/Pueblo (between, enroute), CO",36.903377,-104.439171
"Albany (maybe New York), NY",40.709901,-74.015423
"Gilmer County, GA",34.693513,-84.48024
"Colorado (southeast), CO",39.550059,-105.782059
"Rexford, MT",48.899435,-115.172105
"Gaysville, VT",43.778501,-72.700416
"Winfield, TX",33.167367,-95.111882
"Pennsylvania, PA",41.203343,-77.194542
"Greenfeild, MA",42.587913,-72.599399
"St.Rose, IL",38.684242,-89.55453
"Cove Palisades, OR",44.542919,-121.275072
"Akron, MI",43.56806,-83.514142
"Los Angeles (Malibu Beach), CA",34.025899,-118.779735
"Meridith, MI",44.130591,-84.607222
"Jack Fork Mountains, OK",37.094349,-91.579282
"Kern County (near Int5+hwy166), CA",34.934416,-119.585518
"Rancho, CA",34.106383,-117.593095
"Summerfield, OK",34.898691,-94.866046
"Hartford city, IN",40.451142,-85.369965
"Hollister, NV",38.802625,-116.419391
"Lebanon/Brownsville, OR",33.854701,35.862264
"Rose Lake, ID",47.538817,-116.471857
"Clarks Summitt (south 81 mile marker 195 in), PA",41.488668,-75.708532
"Melbourne Village, FL",28.08528,-80.666434
"Decatur (near), IL",39.840289,-88.954785
"Harrisonville, IL",38.277565,-90.350107
"none, AZ",34.048954,-111.093709
"Thousand Island Bridge (Near), NY",40.712754,-74.005959
"Rush Springs, OK",34.782545,-97.956999
"Lake Kabetogama, MN",48.454749,-92.99819
"Fort Bridger, WY",41.31659,-110.384316
"Fayette, MO",39.145859,-92.683814
"Lebanon Jct., KY",37.834021,-85.729352
"Lake Center, MS",34.689011,-89.358388
"Talbot/Boswell/Chase/Oxford, IN",51.752048,-1.25771
"S.M, CA",34.019444,-118.491171
"Framingdale, ME",44.244391,-69.771456
"Great Sand Dunes National Monument, CO",39.550059,-105.782059
"Pipestone (20-30 miles north of), MN",43.998555,-96.312821
"Cannonsburgh, PA",40.262552,-80.18726
"Lake Pontchartrain, LA",30.20508,-90.112077
"Brooksville (Withlacoochie Forest), FL",28.555247,-82.387894
"Teller, AK",65.263433,-166.362253
"Alton, ME",45.031455,-68.728643
"Nyssa, OR",43.876855,-116.994889
"San Pedro/Long Beach, CA",33.753382,-118.109524
"American Falls, IL",42.786023,-112.854451
"Wheeler Springs (near Ojai), CA",34.514407,-119.271389
"Vershire, VT",43.972947,-72.339489
"Columbine, CO",39.587745,-105.069444
"Gray/Johnson City, TN",36.308464,-82.38287
"Luguna Woods, CA",33.610176,-117.725107
"Ft. Smith, MT",45.315716,-107.928172
"Lowville, NY",43.786761,-75.491848
"Orlando (State Rt. 474, W. of), FL",28.538372,-81.378941
"Atlanta (south side of, Forest Park), GA",33.661695,-84.370356
"Hudson River, NY",42.403054,-73.888657
"Gwinnett, GA",33.919039,-84.016763
"Wallkill (obj seem to be over Pine bush about 15 miles w), NY",41.605627,-74.184018
"Conway (I-40 north of, mile marker 120), AR",35.082264,-92.414187
"Morgan, AR",34.886505,-92.372364
"Vilonia (Just south of), AR",35.085467,-92.198442
"Helena (north of, on highway 49), AR",34.557329,-92.286346
"Duluth (around, Lawrenceville exit area), GA",33.967949,-84.02422
"St.Helens, OR",45.858974,-122.821212
"Ozark National Forest (near Spring Lake, aprx.5 miles to N), AR",40.153449,-74.028209
"Stouthill (community, nearest city 30 miles, TN), TN",52.063151,-0.327516
"Rome/Armuchee (between), GA",34.388978,-85.181877
"Bismarck/Caddo Valley (between), AR",46.805477,-100.787679
"Maricopa (southwest of town), AZ",33.058125,-112.04762
"Moro (Lee Co.) and Brinkley (Monroe Co.) (Between), AR",34.887218,-91.194559
"Tacoma (waterfront area), WA",47.252901,-122.444282
"Claverack (East Rt.23), NY",42.217833,-73.731103
"Mechanics Town (Breyside Camp), NY",40.712754,-74.005959
"Wyoming (various towns), WY",43.075994,-107.290299
"Little Rock (southwest), AR",34.662272,-92.385868
"Heber Springs, Greers Ferry Lake, AR",35.491427,-92.030205
"Poquoson, VA",37.12234,-76.345761
"Mount Shasta (near), CA",41.309872,-122.310574
"Baggs, WY",41.035792,-107.657563
"Cobmoosa Shores (Shelby), MI",43.568621,-86.50177
"Oak Hill/Elmwood/Brimfield, IL",40.838903,-89.886511
"Cupey (San Juan, Puerto Rico), PR",18.346668,-66.052321
"Cleveland (Northern), WI",45.418668,-92.040736
"Carpinteria (near), CA",34.398899,-119.518437
"Chicago (southwest suburbs of), IL",41.878133,-87.629782
"Conway (at Salltillo Heights community), AR",35.002471,-92.349486
"Clines Corners (I-40 Eastbound), NM",35.434254,-97.407952
"Conconully (Conconully Lake), WA",48.557398,-119.749786
"Columbia (east of, near Little Dixie Conservation Area), MO",38.904767,-92.125913
"Casey Key (north end of), FL",27.15003,-82.48065
"Columbia Station (heading west, past Grafton), OH",41.313021,-81.946847
"John Day (Clyde Holliday Camp Ground, 7 miles west of), OR",44.416105,-119.088792
"Catalina (35 mi north of Tucson), AZ",32.253952,-110.974182
"Chicago (xxxx W 55 St., by Midway Airport), IL",41.786772,-87.752209
"Apex (N 35 41 25 W 78 45 01), NC",35.732678,-78.850303
"Ferndale (near, countryside), WA",48.846516,-122.591023
"Chicago (southwest side), IL",41.79775,-87.717277
"Cleveland (Newton, Silver Creek), WI",43.556917,-88.024993
"Columbus (event observed from Reynoldsburg), OH",39.954799,-82.812136
"Chicago (southwest suburbia), IL",41.878133,-87.629782
"Clarington, PA",41.332562,-79.1231
"Chicago (Irving Park Road), IL",41.952846,-87.79185
"Chloride, AZ",35.413941,-114.19857
"Carmel (I-49), LA",31.567797,-92.993783
"Chicago (SW sky over Lake Michigan), IL",41.878133,-87.629782
"Corfu (Darien/Pembroke/Alexander), NY",42.960082,-78.405557
"Crystal Falls, MI",46.098007,-88.334012
"Castle Peak Summit (9300'), CA",39.36545,-120.349106
"Sparta (12 mi.north of, countryside), NC",35.759599,-79.019289
"Tulare (close to, on I-5), CA",40.78495,-122.308325
"Chicago (downtown), IL",41.87565,-87.624352
"Chicago (near O'hare airport), IL",41.878133,-87.629782
"Clifton Park (30 min north of Albany), NY",42.652603,-73.756247
"Columbia (near Ft. Jackson), SC",33.83607,-81.163745
"Colorado Springs (north of, on I-25), CO",38.869538,-104.833817
"Newport (coast range, east of), OR",33.597394,-117.836899
"Colfax (closer to Weimar), CA",39.037399,-120.972457
"Arabela (near Roswell), NM",33.39427,-104.523004
"College, UT",30.284917,-97.734076
"Sherwood, OH",41.287277,-84.553545
"Clovis (on Herndon Ave, between Maine & Locan Avenues), CA",36.825202,-119.702939
"Camp Pendelton (Oceanside), CA",33.214546,-117.387155
"Dells (north of), WI",43.609986,-89.791133
"Cleveland (Massilon Rd., Montrose area), OH",41.127189,-81.634416
"Moki Dugway, UT",39.32098,-111.09371
"Clarksville (rural area), TN",36.52975,-87.359439
"Hydetown/Townville (route 77 thru), PA",41.677815,-79.879773
"Mehoopany, PA",41.563432,-76.060499
"Washington, D.C. (Georgetown), DC",38.909731,-77.065337
"Mt. Juliet (near Nashville), TN",36.200082,-86.518625
"Essecville, MI",43.615322,-83.8419
"West Newton, PA",40.209766,-79.766988
"Bad Axe, MI",43.801941,-83.000796
"Cleveland (Shaker Heights), OH",41.473968,-81.537049
"Central California, CA",36.991564,-119.78891
"Marble Cliff, OH",39.986726,-83.061583
"Riceville, FL",27.664808,-81.515776
"Trout Lake (Mt. Adams), WA",45.997318,-121.52815
"Kern river, CA",35.982182,-118.835609
"Braggs, OK",35.663414,-95.198009
"Clarksburg, PA",40.53365,-79.382004
"Avoco, PA",41.339827,-75.736319
"Jackson (west of), MI",44.314825,-85.602378
"Jacksonville (I-10 Milemarker 238, heading E), FL",30.307483,-81.869372
"Jacksonville (I-10, 10 Milemarker 235, Heading E), FL",30.307483,-81.869372
"Rydal (Johnson Mt. Rd.), GA",34.377967,-84.683228
"Nova, OH",41.02897,-82.30476
"Sonisidro (back road of), CA",36.778265,-119.417914
"Jonesport, ME",44.531029,-67.603016
"Jones/Jasper Co. line, Hwy.15N, MS",31.534299,-89.170581
"Washington Island, WI",45.39481,-86.931305
"Willernie/Stillwater, MN",45.054135,-92.956602
"San Bernandino, CA",34.10832,-117.289786
"Hebron, ME",44.198111,-70.406439
"Peach Orchard, AR",36.27852,-90.663267
"Suwanee (just N of Atlanta), GA",33.748731,-84.387697
"Deerfield, FL",26.318439,-80.099762
"Chualar, CA",36.570534,-121.51856
"I-90 (along), NY",43.089936,-75.763213
"Washington, D.C. (Roosevelt Island Area), DC",38.896661,-77.063001
"Kokomo (West of), IN",-34.879331,138.488283
"N State St, MS",32.350733,-90.175231
"Angleton (5 miles north), TX",29.169418,-95.431878
"Baker (approx. 25 mi. S of), CA",36.778265,-119.417914
"Virginia (while driving on I-95; 2 hrs S of Wash., D.C.), VA",41.246746,-73.0102
"West Elkton, OH",39.587811,-84.554385
"Grand Junction (west of), CO",39.063882,-108.550668
"Irwindale, CA",34.10693,-117.935331
"Winslow, IN",38.382246,-87.212806
"Alamosa (West of), CO",37.469476,-105.87004
"Reno to Dallas (aboard jetliner enroute between), TX",32.776643,-96.79701
"Tonopah (10 east bound m.m. 89), NV",38.069197,-117.230571
"Whithouse, OH",41.518968,-83.803824
"Munds Park (west of), AZ",34.945551,-111.64016
"West Coast, alt. apx 30' k, northerly flight, CA",56.13034,-106.346785
"Eastern border (West of, on I-70), UT",38.86429,-110.811706
"Ruggles Beach/Huron, OH",41.381992,-82.475158
"Sultan (Sultan basin), WA",47.923889,-121.736834
"Stillwater (west of), OK",36.115585,-97.05839
"Williamstown/Hammonton, NJ",39.636515,-74.8024
"Noxon, MT",47.9949,-115.778316
"Hartford, AR",35.022941,-94.381414
"Bingham, ME",45.058676,-69.882288
"Wenona, IL",41.05255,-89.050361
"Stark, KS",37.690019,-95.143039
"Grand Rapids (outside), MI",42.963334,-85.668069
"Fort Morgan (west of), CO",40.250285,-103.799969
"Bakersfield (1-30, North of), CA",35.373312,-119.018733
"Ohiopyle, PA",39.871767,-79.492264
"Moclips, OR",47.236201,-124.212964
"Coalinga (near, on south I-5), CA",40.78495,-122.308325
"Coalinga (just outside of), CA",36.139675,-120.360167
"Midland, VA",38.597106,-77.726503
"Pacific Ridge, OR",33.124104,-117.249415
"Two Creeks, WI",44.302224,-87.563157
"Pomfret, VT",43.704731,-72.515624
"Hamlin, PA",41.403711,-75.398502
"Tigard/Tualatin, OR",45.381278,-122.764296
"Brownwood (rural area surrounding), TX",31.709347,-98.991164
"Tigard (Portland suburb), OR",45.436282,-122.787417
"Fort Hood (Belton Lake Outdoor Recreation Facility), TX",31.14209,-97.556005
"Summit, SD",45.304382,-97.036449
"Eidson, TN",36.511178,-83.028515
"Ethell, WA",46.532255,-122.740476
"Gaviota and Lompoc (between), CA",34.639124,-120.457963
"Yanush, OK",34.709801,-95.313869
"Atlantic Ocean (between Nassau, Bahamas, and Florida), FL",25.044305,-77.350363
"Gaithersburg/North Potomac, MD",39.097794,-77.234751
"Goshen, CT",41.83151,-73.224906
"Marblemount, WA",48.527612,-121.449584
"Weldon, CA",35.665766,-118.290374
"Rochester (west of), NY",43.156602,-77.608865
"Mt Ayr, IA",40.714694,-94.235222
"West Sand Lake, NY",42.643435,-73.608708
"Buena Vista (None around for miles), CO",38.842192,-106.131146
"Telluride (nearest town), CO",37.937521,-107.812302
"Batesburg, SC",33.910117,-81.537305
"Prospect Valley, CO",40.073575,-104.414938
"Tucson (nearest town), AZ",32.253952,-110.974182
"Landover Hills, MD",38.94317,-76.892185
"Martinsville/Mooresville, IN",39.427806,-86.428345
"Petaluma/Sausalito, CA",38.232425,-122.636673
"Ramseur, NC",35.733489,-79.652548
"Keystone, CO",39.579143,-105.934735
"Churchville, MD",39.559629,-76.24976
"Manhattan (Near), KS",39.183581,-96.571689
"Dover, MA",42.245873,-71.28289
"Nampa (outside), ID",43.578832,-116.55979
"Bluefield/Green Valley, WV",37.311204,-81.139263
"Cliffwood, NJ",40.437336,-74.238961
"Coutit, MA",41.617313,-70.436783
"Evans, WV",38.820381,-81.779562
"North Bennington, VT",42.930363,-73.242617
"Fairfeild, ME",44.588432,-69.598664
"Atlantic, NJ",39.533323,-74.686876
"Grand Canyon (unsure, on route 66 heading to the), AZ",34.048954,-111.093709
"Swinnomish Channel, WA",48.416583,-122.503741
"Unadilla (rural area (farm) near), NE",42.325334,-75.312402
"Aurora/Woodburn, OR",45.230931,-122.755921
"Indian Springs AFB (Just outside), NV",36.578135,-115.658197
"Killeen/Willow Springs (area), TX",31.106881,-97.763932
"Enumclaw (outside of), WA",47.204255,-121.991489
